Date,Ticker,Close,Daily Return,RSI,MA50,MA200,RollingVol20,MACD,MACD_Signal,MACD_Hist,Panic,Momentum,Volatility,RSI_Overbought,RSI_Oversold,MarketRegime,PrimarySignal,PatternBase,BaseScore,PatternKey,ScoreAdjustment,FinalScore
2026-06-18,ICICIBANK,1333.9000244140625,-0.0021693778486953,70.06728711063684,1288.2640063476565,1345.653502807617,0.0122565669611624,17.26950565812058,7.819054013875649,9.45045164424493,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-18,IDEA,14.890000343322754,-0.0020107059529346,61.71875989530443,12.273800010681152,10.45985003232956,0.0218185637765829,0.6680609454206738,0.7562091485506097,-0.0881482031299358,NO,NO,NORMAL,NO,NO,BULL,NONE,NONE|BULL|NORMAL,8,,0.0,8.0
2026-06-18,INFY,1134.4000244140625,-0.0201260497024529,46.01503759398496,1192.247998046875,1415.576502685547,0.0216414262825964,-14.57548958486177,-11.55376500454876,-3.021724580313011,PANIC,NO,VOLATILE,NO,NO,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0
2026-06-18,IREDA,127.0,0.0042701322112665,39.3959908768242,129.04039978027345,135.31404975891112,0.0194427770107479,-1.0470923771714808,-1.5175860698866366,0.4704936927151557,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,IRFC,100.2300033569336,-0.0020907913119092,58.31295410242772,100.42339996337893,112.31879962921144,0.0143712505447941,-0.4875522532593237,-1.1300770241872276,0.6425247709279038,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,KPITTECH,751.5,-0.0006648936170212,43.3797311133847,745.8070007324219,989.4205004882812,0.0192593126285522,1.289459103312197,4.10339921266829,-2.8139401093560927,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-18,LT,4194.7001953125,-0.003089573733053,58.69886755243419,4006.562001953125,3920.484001464844,0.0161031321567377,48.80339457891387,20.10200161710016,28.701392961813703,NO,NO,NORMAL,NO,NO,BULL,NONE,NONE|BULL|NORMAL,8,,0.0,8.0
2026-06-18,NMDC,88.55000305175781,0.0062500346790661,51.244454707382495,89.59860015869141,80.95245010375976,0.0235056951219443,-0.2256691740397371,0.340630849459841,-0.5663000234995783,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-18,PERSISTENT,4998.5,-0.009217046580773,42.56757608356384,5050.821982421875,5525.033000488282,0.0221084727022492,-18.533501304123092,-6.59541238487634,-11.938088919246752,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,RELIANCE,1329.699951171875,-0.0022510693403733,52.81271408812999,1350.808000488281,1422.2895037841795,0.0110951672786745,-12.780111417546095,-19.394734194788285,6.6146227772421895,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,RVNL,247.1499938964844,0.0081993738755015,51.427609287821454,272.66359954833985,308.6999996185303,0.0233244401545357,-9.47823351396687,-12.135563043390269,2.6573295294233965,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,SAIL,181.4199981689453,0.0102461093614514,21.89566994975405,186.8835998535156,153.525599899292,0.0182652035851137,-2.525917192610109,-0.1321251712124635,-2.393792021397646,NO,MOMENTUM,NORMAL,NO,OVERSOLD,SIDEWAYS,MOMENTUM,MOMENTUM|SIDEWAYS|NORMAL,45,,0.0,45.0
2026-06-18,SBIN,1027.0,0.0004870920603994,80.53657345655498,1020.865,996.4282482910156,0.0088767868398165,4.845922225924028,-3.9969278688090726,8.8428500947331,NO,NO,NORMAL,OVERBOUGHT,NO,BULL,OVERBOUGHT,OVERBOUGHT|BULL|NORMAL,18,,0.0,18.0
2026-06-18,SUZLON,58.81999969482422,-0.0075923866958652,55.960907664661406,54.023400192260745,51.78389995574951,0.0241136911604139,1.1623517428231125,0.855554923151703,0.3067968196714095,NO,NO,NORMAL,NO,NO,BULL,NONE,NONE|BULL|NORMAL,8,,0.0,8.0
2026-06-18,TCS,2202.800048828125,-0.0090867976481668,45.42191099279293,2355.7399755859374,2819.103986816406,0.0264944726419978,-47.84527402828189,-53.652005752521546,5.806731724239654,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,YESBANK,25.61000061035156,0.0199123850197708,69.46202822935618,21.710000114440916,21.465300035476684,0.0202752031377126,0.7754151663166162,0.594495052557923,0.1809201137586932,NO,MOMENTUM,VOLATILE,NO,NO,BULL,MOMENTUM,MOMENTUM|BULL|VOLATILE,48,,0.0,48.0
